@relation sg2$data

@attribute regioncentroidcol numeric
@attribute regioncentroidrow numeric
@attribute regionpixelcount numeric
@attribute shortlinedensity5 numeric
@attribute shortlinedensity2 numeric
@attribute vedgemean numeric
@attribute vegdesd numeric
@attribute hedgemean numeric
@attribute hedgesd numeric
@attribute intensitymean numeric
@attribute rawredmean numeric
@attribute rawbluemean numeric
@attribute rawgreenmean numeric
@attribute exredmean numeric
@attribute exbluemean numeric
@attribute exgreenmean numeric
@attribute valuemean numeric
@attribute saturationmean numeric
@attribute huemean numeric
@attribute class {brickface,sky,foliage,cement,window,path,grass}

@data
75,49,9,0,0,0833336,0388888,116667,0700002,127407,117,143111,122111,-312222,471111,-158889,143111,0182398,-229784,sky
138,188,9,0,0,205556,135674,111111,0750309,603333,535556,748889,525556,-203333,436667,-233333,748889,0299511,-204721,path
217,145,9,0,0,0555556,0162963,0722222,0062963,52963,633333,655556,3,311111,377778,-688889,7,0564153,-106897,brickface
240,190,9,0,0,155556,0750309,133333,109545,201111,158889,175556,268889,-126667,-766667,203333,268889,0409309,225223,grass
195,161,9,0,0,211111,180741,105,913222,414815,36,511111,373333,-164444,288889,-124444,512222,0294706,-231651,path
10,223,9,0111111,0,15,106979,355556,294895,15037,137778,128889,184444,-377778,-644444,102222,184444,0330665,191095,grass
104,122,9,0,0,0444445,00296296,05,0166667,640741,811111,722222,388889,511111,244444,-755556,811111,0520062,-083212,brickface
102,30,9,0,0,0944447,0879816,0611111,0772202,125407,115111,141,120111,-308889,467778,-158889,141,0183565,-229599,sky
81,229,9,0111111,0,244444,0785185,205556,321852,109259,744444,106667,146667,-104444,-0777778,112222,146667,0496142,255746,grass
138,133,9,0,0,0666667,0444444,116667,0211111,644444,777778,788889,366667,4,433333,-833333,822222,0558201,-107766,brickface
69,68,9,0,0,0833332,0862812,0777777,0583729,562963,492222,71,486667,-212222,441111,-228889,71,0316026,-206954,cement
114,145,9,0111111,0,216667,131233,0999999,0699206,611111,524444,767778,541111,-26,47,-21,767778,031714,-216615,cement
33,142,9,0,0,0111111,00296296,0111111,00296296,0037037,0,0111111,0,-0111111,0222222,-0111111,0111111,0111111,-20944,foliage
77,124,9,0,0,05,0122222,0611111,00629629,511111,688889,566667,277778,533333,166667,-7,688889,0595899,-0752669,brickface
35,135,9,0,0,0222222,0118519,0222222,0118519,0222222,0,0666667,0,-0666667,133333,-0666667,0666667,0333333,-20944,foliage
44,233,9,0,0,222222,214649,211111,132777,144815,125556,113333,195556,-577778,-944444,152222,195556,0422174,19504,grass
58,146,9,0111111,0,35,705556,25,465556,227407,181111,315556,185556,-138889,264444,-125556,315556,0429825,-212487,cement
28,188,9,0,0,144444,14963,511111,190074,29963,268889,364444,265556,-922222,194444,-102222,364444,0275863,-208357,path
179,133,9,0,0,238889,23797,0888889,0750308,367778,32,463333,32,-143333,286667,-143333,463333,0313397,-209157,cement
77,36,9,0,0,0555556,0172137,105556,064693,111926,982222,130333,107222,-411111,552222,-141111,130333,024634,-238738,sky
77,78,9,0,0,222222,234074,2,586667,245926,24,312222,185556,-177778,198889,-181111,312222,0401965,-161045,brickface
50,109,9,0,0,222222,122963,2,591111,566667,255556,966667,477778,-933333,12,-266667,966667,0760734,-241399,foliage
189,107,9,0,0,1,128889,105555,0418522,133667,125778,145222,130,-236667,346667,-11,145222,013383,-231738,sky
123,104,9,0,0,227778,210741,4,2,219259,205556,286667,165556,-411111,202222,-161111,286667,0421395,-172879,brickface
96,138,9,0,0,0722222,064693,0944444,0712326,114815,0111111,277778,0555556,-311111,488889,-177778,277778,0977778,-221924,foliage
108,59,9,0,0,0500001,0166667,105556,0285185,126148,116556,140444,121444,-287778,428889,-141111,140444,0170091,-230864,sky
94,144,9,0,0,0444444,0118518,05,0166667,114815,0,344444,0,-344444,688889,-344444,344444,1,-20944,foliage
190,96,9,0,0,0388889,0196297,0944445,0418519,908148,76,115667,807778,-444444,745556,-301111,115667,0342938,-221998,sky
7,154,9,0,0111111,305555,383213,383333,217818,507037,445556,64,435556,-184444,398889,-214444,64,0321345,-203308,cement
64,176,9,0,0,233333,0918938,1,0918938,507778,46,623333,44,-143333,346667,-203333,623333,0294056,-198088,path
235,22,9,0,0,116667,0388882,1,0488884,13763,132111,147889,132889,-165556,307778,-142222,147889,0109655,-21462,sky
150,113,9,0,0,05,0255556,0777778,0207407,559259,711111,666667,3,455556,322222,-777778,711111,0579365,-0942558,brickface
124,101,9,0,0111111,338889,279741,644444,594963,101852,577778,155556,922222,-132222,161111,-288889,155556,0700087,-244804,foliage
58,122,9,0,0,205556,221527,611111,301601,341852,292222,443333,29,-148889,304444,-155556,443333,0349652,-207484,cement
236,38,9,0111111,0,133333,149071,294444,229411,144444,101111,22,112222,-13,226667,-966667,22,0547232,-21931,window
8,162,9,0111111,0,161111,206296,0333333,0133333,837037,666667,12,644444,-511111,108889,-577778,12,0484805,-204495,cement
5,210,9,0,0111111,216667,167,444444,261336,512963,454444,643333,441111,-175556,391111,-215556,643333,0317566,-20209,path
94,104,9,0,0,661111,142075,1,0516399,557407,488889,695556,487778,-205556,414444,-208889,695556,0303071,-208549,cement
20,137,9,0,0,0111111,00296296,0277778,00185185,0222222,0,0666667,0,-0666667,133333,-0666667,0666667,0666667,-20944,foliage
224,95,9,0,0,122222,0474074,105556,072963,351852,0888889,722222,244444,-788889,111111,-322222,722222,088955,-234899,foliage
222,62,9,0,0,0277778,0250924,0666667,0557773,640741,411111,114444,366667,-688889,151111,-822222,114444,0680808,-203415,window
245,110,9,0,0,488889,344265,177778,180944,341111,291111,444444,287778,-15,31,-16,444444,0353548,-206865,cement
49,40,9,0,0,0999999,0421635,0833333,072265,125111,114,141556,119778,-333333,493333,-16,141556,0194537,-231368,sky
30,56,9,0,0,155556,0429629,15,127778,237037,221111,313333,176667,-477778,228889,-181111,313333,043596,-174883,brickface
189,68,9,0,0,111111,058373,105556,0534027,688889,566667,103333,466667,-366667,103333,-666667,103333,0534151,-178025,window
11,108,9,0,0,133333,08,138889,0951852,176667,19,211111,128889,4,103333,-143333,211111,0388756,-130213,brickface
23,55,9,0,0,222222,367407,177778,0785185,234444,216667,311111,175556,-533333,23,-176667,311111,043507,-177116,brickface
27,62,9,0,0,111111,0562964,166667,133334,125333,115778,139444,120778,-286667,423333,-136667,139444,0169635,-231423,sky
137,182,9,0,0,183333,385556,361111,921852,349259,314444,428889,304444,-104444,238889,-134444,428889,0285756,-200112,path
119,192,9,0111111,0,25,208433,616667,232618,595556,525556,747778,513333,-21,456667,-246667,747778,0312796,-203818,path
96,135,9,0,0,0388889,00629629,0166667,00333333,192593,1,444444,0333333,-277778,755556,-477778,444444,0927778,-193133,window
240,195,9,0,0,188889,116746,183333,170945,488519,432222,606667,426667,-168889,354444,-185556,606667,0300363,-206304,path
64,186,9,0,0,216667,194444,683333,535889,307778,275556,378889,268889,-966667,213333,-116667,378889,0276726,-204631,path
177,33,9,0,0,166667,157762,433333,297396,874074,644444,131111,666667,-688889,131111,-622222,131111,0547103,-205612,window
94,246,9,0,0,233333,161933,272222,0772202,228148,188889,196667,298889,-117778,-944444,212222,298889,03748,215891,grass
214,121,9,0,0,0277778,0062963,0111111,00740741,114815,0,333333,0111111,-344444,655556,-311111,333333,1,-213264,foliage
178,35,9,0,0,0444445,0344265,0388889,0250924,134815,103333,192222,108889,-944444,172222,-777778,192222,0459288,-215333,window
68,157,9,0,0,583333,143444,138889,166296,214444,168889,30,174444,-136667,256667,-12,30,0438882,-21343,cement
80,77,9,0,0,138889,106284,0666667,0557774,591111,511111,74,522222,-24,446667,-206667,74,031069,-214305,cement
96,84,9,0,0,15,127778,161111,228519,238519,235556,30,18,-0888889,184444,-175556,30,0398791,-159887,brickface
219,176,9,0,0111111,211111,185792,511111,284149,602963,533333,756667,518889,-208889,461111,-252222,756667,0314462,-203065,path
52,185,9,0,0,166667,142222,0944444,0951853,192593,148889,182222,246667,-131111,-311111,162222,246667,0396458,245184,grass
151,89,9,0,0,838889,457732,0722222,0389682,317037,273333,41,267778,-131111,278889,-147778,41,0351273,-204654,cement
77,177,9,0,0,133333,133333,216667,197484,484074,442222,593333,416667,-125556,327778,-202222,593333,0297431,-194042,path
104,124,9,0,0,0611111,0151852,0666667,0311111,618518,766667,733333,355556,444444,344444,-788889,788889,0550044,-095784,brickface
10,61,9,0111111,0,222222,318518,311111,718518,18963,186667,242222,14,-0888889,157778,-148889,242222,0419522,-159121,brickface
76,134,9,0111111,0,255555,144016,144444,0544332,489259,418889,631111,417778,-211111,425556,-214444,631111,0341111,-208691,cement
119,115,9,0,0111111,244444,157292,5,293636,755556,355556,128889,622222,-12,16,-4,128889,0767235,-239099,foliage
152,155,9,0,0,05,0611111,107778,131807,72963,533333,11,555556,-588889,111111,-522222,11,05,-211557,window
220,149,9,0,0,0111111,0172133,0111111,0172133,0037037,0,0111111,0,-0111111,0222222,-0111111,0111111,0111111,-20944,window
55,80,9,0111111,0,183333,43,183333,11,707407,288889,124444,588889,-125556,161111,-355556,124444,0775282,-241752,foliage
101,130,9,0,0,0611111,0240741,0666667,0577778,577778,744444,666667,322222,5,266667,-766667,755556,0575397,-0871495,brickface
83,96,9,0,0,05,0459468,0666666,0516398,195926,152222,284444,151111,-131111,265556,-134444,284444,0472764,-208608,window
213,14,9,0,0,105556,0574134,166667,133333,117,104222,134111,112667,-383333,513333,-13,134111,0222856,-239038,sky
230,117,9,0,0,327778,0928958,144444,0860663,39037,335556,497778,337778,-164444,322222,-157778,497778,0335026,-210623,cement
110,174,9,0,0,0388889,00629629,172222,0151852,134815,108889,125556,17,-777778,-277778,105556,17,0359296,237785,grass
244,82,9,0,0,0611111,102017,272222,253348,155185,116667,224444,124444,-115556,207778,-922222,224444,0481601,-217063,window
10,207,9,0,0,261111,130668,311111,300863,521111,46,648889,454444,-183333,383333,-20,648889,0299285,-206335,path
19,55,9,0,0,144444,282963,127778,0862964,21037,205556,266667,158889,-144444,168889,-154444,266667,0404791,-163442,brickface
104,41,9,0,0,0388889,0327731,0833333,0586896,112111,99,129333,108,-393333,516667,-123333,129333,0234493,-240455,sky
244,194,9,0,0,172222,114342,227778,203761,497407,444444,616667,431111,-158889,357778,-198889,616667,0300853,-202184,path
131,15,9,0111111,0,0888891,105185,188889,216297,130148,119667,145333,125444,-314444,455556,-141111,145333,0176494,-232497,sky
123,194,9,0,0,255556,178471,911111,771338,608148,543333,748889,532222,-194444,422222,-227778,748889,0292382,-203361,path
59,99,9,0,0,0777778,082963,1,0355556,203704,0111111,555556,0444444,-577778,105556,-477778,555556,0986111,-214974,foliage
58,19,9,0,0,161111,0418515,15,127777,129926,121,142667,126111,-267778,382222,-114444,142667,0151812,-234076,sky
61,119,9,0,0,0833333,0833333,105556,0951852,122222,0111111,322222,0333333,-333333,6,-266667,322222,0984127,-213309,foliage
228,20,9,0,0,105555,0490655,0833333,0752773,125,114,140556,120444,-33,466667,-136667,140556,0188892,-234801,sky
225,222,9,0111111,0,15,0477778,177778,171852,14,107778,136667,175556,-966667,-1,106667,175556,0385727,255731,grass
162,94,9,0,0,961111,392629,0555556,0251852,153704,106667,237778,116667,-141111,252222,-111111,237778,0599594,-214276,window
161,136,9,0,0,0611111,0196296,0444444,0074074,562963,711111,644444,333333,444444,244444,-688889,722222,0535714,-0896533,brickface
217,23,9,0,0,105555,0611616,116667,0547723,124444,111889,141667,119778,-376667,516667,-14,141667,0210162,-237055,sky
73,31,9,0,0,0555556,045542,0888889,0344265,126852,115556,143111,121889,-338889,487778,-148889,143111,0192456,-233483,sky
184,15,9,0,0,0444445,025185,0777774,0118519,140778,134333,150111,137889,-193333,28,-866667,150111,0105074,-232847,sky
227,132,9,0,0,666667,138243,133333,101105,387778,332222,492222,338889,-166667,313333,-146667,492222,0325768,-212952,cement
42,57,9,0,0,138889,0975628,0999999,0365148,657037,594444,794444,582222,-187778,412222,-224444,794444,0266776,-20307,cement
34,116,9,0,0,577778,440538,0499999,0278888,61,524444,764444,541111,-256667,463333,-206667,764444,0313235,-216179,cement
113,114,9,0,0,0944445,0507408,0333334,00888892,258148,21,346667,217778,-144444,265556,-121111,346667,0393927,-215274,window
13,149,9,0,0,0888889,0785185,1,124444,551852,411111,877778,366667,-422222,977778,-555556,877778,0588163,-200911,brickface
58,48,9,0,0,227778,0250925,0277777,0250924,408519,354444,524444,346667,-162222,347778,-185556,524444,0339117,-204873,cement
103,216,9,0,0,0888889,0651852,216667,114444,145556,108889,136667,191111,-11,-266667,136667,191111,0431696,244755,grass
137,182,9,0,0,183333,385556,361111,921852,349259,314444,428889,304444,-104444,238889,-134444,428889,0285756,-200112,path
103,64,9,0,0,0666667,0699205,133333,0918936,108778,963333,126222,103778,-373333,523333,-15,126222,0236797,-235544,sky
197,161,9,0,0,2,555555,115,996333,423704,368889,516667,385556,-164444,278889,-114444,517778,027504,-239557,path
65,176,9,0,0,288889,14707,15,116905,497407,452222,61,43,-135556,337778,-202222,61,0294787,-19657,path
226,110,9,0,0,0333333,00888889,05,0211111,166667,0111111,444444,0444444,-466667,833333,-366667,444444,0977778,-215598,foliage
183,157,9,0,0,0666667,0421638,211111,0620633,196667,164444,186667,238889,-966667,-3,126667,238889,0314187,24052,grass
98,135,9,0,0,0611111,0151852,105556,0374074,57037,744444,644444,322222,522222,222222,-744444,744444,0565476,-0787376,brickface
24,215,9,0222222,0,0833333,0809664,255556,125904,180741,142222,154444,245556,-115556,-788889,194444,245556,0425213,222401,grass
141,163,9,0,0,0777777,0429631,187778,185182,407037,352222,488889,38,-164444,245556,-811111,488889,0270056,-238845,path
215,190,9,0111111,0,138889,104172,261111,18429,198889,16,171111,265556,-116667,-833333,20,265556,0403522,220441,grass
222,194,9,0,0,227778,114342,227778,142075,201852,165556,178889,261111,-108889,-688889,177778,261111,037213,222438,grass
121,237,9,0,0,133333,115556,155556,0785185,748148,611111,511111,112222,-411111,-711111,112222,112222,0557235,193847,grass
221,35,9,0,0,0666667,0133333,0944447,0107407,987407,833333,122556,903333,-462222,714444,-252222,122556,0320015,-228084,sky
245,73,9,0,0,822222,627399,107222,76809,466667,321111,701111,377778,-436667,703333,-266667,701111,0549032,-225125,foliage
209,122,9,0,0,0833333,00777782,114444,908296,392222,357778,475556,343333,-103333,25,-146667,475556,0282411,-198503,cement
4,87,9,0111111,0,277778,309629,272222,437407,173333,182222,21,127778,266667,11,-136667,211111,0391731,-131837,brickface
95,100,9,0111111,0,0722222,0107408,122222,114074,210741,216667,26,155556,177778,147778,-165556,26,0401042,-147702,brickface
102,158,9,0222222,0,227778,212307,183333,104881,393333,355556,474444,35,-113333,243333,-13,474444,0264152,-204917,cement
35,107,9,0,0,102222,149676,983333,175471,951852,733333,122222,9,-655556,811111,-155556,122222,0674956,-249296,foliage
227,195,9,0111111,0,25,223855,35,288868,477407,427778,585556,418889,-148889,324444,-175556,585556,0284495,-203896,path
80,124,9,0,0,0555556,0162963,0444444,00296297,511111,666667,6,266667,466667,266667,-733333,677778,0608466,-0877707,brickface
48,83,9,0,0,227778,401852,233333,168889,625926,222222,118889,466667,-121111,168889,-477778,118889,082735,-2345,foliage
146,201,9,0,0,0611111,0327731,105556,0800462,106667,866667,7,163333,-6,-11,17,163333,0570851,190926,grass
15,123,9,0,0,0444444,0118518,0444444,0118519,455556,6,533333,233333,433333,233333,-666667,6,061164,-0853547,brickface
178,122,9,0,0,0555555,0118518,0777778,0118519,585185,733333,688889,333333,444444,311111,-755556,744444,0549603,-0942559,brickface
142,185,9,0111111,0,227778,176908,311111,116746,478148,438889,582222,413333,-117778,312222,-194444,582222,0289144,-193792,path
205,177,9,0,0,283333,963333,85,173667,324444,284444,403333,285556,-12,236667,-116667,403333,0296365,-212124,path
26,67,9,0111111,0,1,088889,244444,318518,20,195556,258889,145556,-133333,176667,-163333,258889,0436939,-16232,brickface
4,201,9,0,0222222,272222,167885,522222,312457,537037,471111,672222,467778,-197778,405556,-207778,672222,0308859,-207523,path
22,116,9,0,0,0388889,0107407,0333333,0133333,562963,677778,7,311111,344444,411111,-755556,733333,0575397,-109962,brickface
187,89,9,0,0,177778,174695,0944444,0800463,503704,288889,955556,266667,-644444,135556,-711111,955556,0740904,-206534,window
166,66,9,0,0,0777777,0655461,527778,495947,416296,405556,463333,38,-322222,141111,-108889,463333,0178875,-174855,cement
79,28,9,0,0,427778,37619,0833333,0658281,624074,534444,791111,546667,-268889,501111,-232222,791111,0324556,-214451,cement
152,18,9,0,0,0777777,0455422,0555557,0272164,112111,972222,130444,108667,-446667,55,-103333,130444,0254668,-245498,sky
33,114,9,0,0,0555555,00740741,05,0211111,161111,117778,241111,124444,-13,24,-11,241111,0510924,-214907,window
129,176,9,0,0,144444,0655462,272222,15408,227407,194444,197778,29,-988889,-888889,187778,29,0335021,21269,grass
219,80,9,0,0,205556,290147,294444,108355,144815,113333,203333,117778,-944444,175556,-811111,203333,043286,-21389,window
179,63,9,0,0,0999997,0516398,622222,567516,105593,926667,123222,100889,-387778,528889,-141111,123222,0248136,-237528,sky
37,124,9,0,0111111,15,101111,244444,18074,543333,494444,652222,483333,-146667,326667,-18,652222,0258543,-203008,cement
251,195,9,0,0,294444,28784,383333,235467,479259,425556,592222,42,-161111,338889,-177778,592222,0291875,-205673,path
67,40,9,0,0,0666665,0516397,0666667,0699204,110037,953333,129,105778,-441111,568889,-127778,129,0260966,-241946,sky
156,79,9,0,0111111,194444,245327,477778,348754,141852,105556,205556,114444,-108889,191111,-822222,205556,0485044,-217584,window
123,136,9,0,0,0555555,10963,0666667,133333,111111,0111111,3,0222222,-3,566667,-266667,3,0986111,-211097,foliage
237,135,9,0,0,0555556,0207407,0666667,0355555,414815,566667,477778,2,455556,188889,-644444,566667,0647222,-0807848,brickface
69,81,9,0,0,183333,221111,183333,101111,198519,203333,246667,145556,144444,144444,-158889,246667,041031,-147238,brickface
82,51,9,0,0,0611111,0443051,0611111,0742867,123185,111778,138889,118889,-342222,471111,-128889,138889,01952,-23685,sky
139,185,9,0,0,2,0632455,122222,190516,591481,522222,734444,517778,-207778,428889,-221111,734444,029644,-207387,path
127,57,9,0111111,0,0944444,0712326,161111,110387,124259,113,140333,119444,-337778,482222,-144444,140333,0194754,-234116,sky
236,117,9,0,0,0777779,0403687,127778,0742868,458889,395556,584444,396667,-19,376667,-186667,584444,0330477,-209948,cement
243,41,9,0,0,1,0355559,0277779,0151852,135222,128444,145889,131333,-203333,32,-116667,145889,0119532,-227023,sky
